X Y Z MaximumInscribedSphereRadius EdgeArray0 EdgeArray1 EdgePCoordArray
-5.1198554039001465 1204.6312255859375 1479.46435546875 8.043738071860204 56538.0 56646.0 0.4080000000000003
-5.175266265869141 1204.515380859375 1480.11083984375 7.874574709940303 56648.0 56558.0 0.5440000000000004
-5.139437675476074 1204.3594970703125 1482.0606689453125 7.410104769773631 43620.0 43620.0 0.0
-5.139340400695801 1204.3594970703125 1482.061279296875 7.4099703422378616 56727.0 43620.0 0.9800000000000008
-5.134573459625244 1204.357421875 1482.0887451171875 7.403383392985136 56727.0 56727.0 0.0
-5.017898082733154 1204.0465087890625 1484.9031982421875 6.905906829857883 56720.0 56720.0 0.0
-5.013301372528076 1204.0357666015625 1485.03515625 6.892094112987406 61987.0 56542.0 0.45200000000000035
-5.017170429229736 1203.82666015625 1486.404541015625 6.817769373397848 61991.0 61991.0 0.0
-4.923669338226318 1203.6904296875 1487.399658203125 6.896017274489756 61990.0 61988.0 0.7640000000000006
-4.883737087249756 1203.642822265625 1487.837158203125 6.921528000150454 61984.0 61988.0 0.3040000000000002
-4.877399921417236 1203.5595703125 1488.2406005859375 6.960407226955519 61984.0 61965.0 0.5880000000000004
-4.885629653930664 1203.5164794921875 1488.4998779296875 6.982014518473833 53832.0 61965.0 0.9920000000000008
-4.881469249725342 1203.5054931640625 1488.7913818359375 6.986930026704163 61982.0 61982.0 0.0
-4.821014404296875 1203.5040283203125 1490.0975341796875 7.0958502830660475 61983.0 61983.0 0.0
-4.820486068725586 1203.514892578125 1490.3492431640625 7.138864142062174 56711.0 61974.0 0.36800000000000027
-4.867640495300293 1203.4857177734375 1490.92822265625 7.199504131268893 257966.0 257966.0 0.0
-4.867528438568115 1203.48583984375 1490.93359375 7.19983355681453 257941.0 257966.0 0.9880000000000008
-4.858310222625732 1203.497314453125 1491.3720703125 7.226956260072036 257941.0 257941.0 0.0
-4.857983589172363 1203.4979248046875 1491.3809814453125 7.228015642173094 256234.0 257941.0 0.9920000000000008
-4.817471981048584 1203.5791015625 1492.4808349609375 7.359379022704227 256234.0 256234.0 0.0
-4.7676849365234375 1203.6375732421875 1493.0521240234375 7.467315915843488 256968.0 256965.0 0.9640000000000007
-4.637073040008545 1203.8038330078125 1493.921630859375 7.628842069952897 256201.0 256206.0 0.8760000000000007
-4.549408435821533 1203.771728515625 1494.728515625 7.6768383057086105 56433.0 256256.0 0.9360000000000007
-4.3996124267578125 1204.1766357421875 1497.620849609375 8.090227404494215 66135.0 242938.0 0.4960000000000004
-4.33538818359375 1204.5145263671875 1498.381591796875 8.14796394008294 62188.0 66148.0 0.2920000000000002
-4.276776313781738 1204.8170166015625 1500.079345703125 8.260603873076631 257065.0 66148.0 0.36400000000000027
-4.162643909454346 1204.998291015625 1501.09912109375 8.372963438062584 257067.0 56350.0 0.10800000000000007
-4.01038122177124 1205.1280517578125 1501.8017578125 8.48371324971375 257059.0 257059.0 0.0
-3.903122901916504 1205.2889404296875 1502.3480224609375 8.612814489752058 256239.0 257061.0 0.7880000000000006
-3.860177516937256 1205.3118896484375 1502.8319091796875 8.639890551805589 64072.0 257063.0 0.8080000000000006
-3.602351188659668 1205.8050537109375 1506.0604248046875 9.060110898792304 256192.0 256192.0 0.0
-3.6090493202209473 1205.87109375 1508.0406494140625 9.153587355104037 41803.0 41803.0 0.0
-3.4498298168182373 1206.236083984375 1509.536865234375 9.168869617480443 256175.0 256175.0 0.0
-3.4049103260040283 1206.17626953125 1513.265869140625 9.25008447181716 255585.0 255585.0 0.0
-3.419847249984741 1206.100830078125 1513.5118408203125 9.239931111825832 63284.0 63284.0 0.0
-3.433976888656616 1206.0712890625 1516.2640380859375 8.798297637207028 11943.0 11943.0 0.0
-3.4369688034057617 1206.2269287109375 1517.3984375 8.69728509356056 30795.0 66049.0 0.9720000000000008
-3.485520124435425 1206.3524169921875 1518.00146484375 8.65858120810906 255592.0 255592.0 0.0
-3.6387627124786377 1206.665771484375 1519.1016845703125 8.623829955673184 64002.0 55258.0 0.048000000000000015
-3.834867477416992 1207.5015869140625 1520.6864013671875 8.507010999428653 62818.0 62818.0 0.0
-3.122185230255127 1207.5169677734375 1524.996337890625 6.587742620661288 55075.0 55075.0 0.0
-3.1649701595306396 1208.00927734375 1528.8895263671875 6.328448145628676 63037.0 63037.0 0.0
-3.1682868003845215 1208.0162353515625 1528.9134521484375 6.33364069941407 66328.0 63037.0 0.9880000000000008
-3.441354751586914 1208.5843505859375 1530.8807373046875 6.761160961078197 66328.0 66328.0 0.0
-3.1370983123779297 1208.0018310546875 1531.8895263671875 6.262642625605126 66216.0 44698.0 0.7280000000000005
