0.003000	1000.000000	6.555848	1109.238524	1592.466875
0.000500	1000.000000	3.264652	1106.623570	1591.218625
0.000250	1000.000000	2.858502	1105.965379	1591.186867
0.003000	1000.000000	2.869098	1102.930092	1592.220889
0.000750	1000.000000	0.676222	1105.846837	1590.139279
0.001000	1000.000000	2.329423	1108.602554	1589.899123
0.000500	1000.000000	6.003702	1111.152463	1590.893623
0.002000	1000.000000	5.349735	1107.844995	1592.219499
0.006000	1000.000000	4.287503	1111.107456	1589.630247
0.010000	1000.000000	0.055564	1104.191171	1590.708546
0.000250	1000.000000	0.898893	1102.678857	1591.584099
0.000500	1000.000000	2.355748	1102.463780	1592.144013
0.000500	1000.000000	1.201493	1107.167428	1589.809462
0.007000	1000.000000	4.687764	1110.171889	1590.591075
0.002000	1000.000000	6.378252	1111.070265	1591.289109
0.004000	1000.000000	3.549173	1108.207668	1590.875197
0.001000	1000.000000	4.638811	1105.245509	1592.652342
0.005000	1000.000000	2.913226	1104.465259	1591.690219
0.006000	1000.000000	0.562591	1101.816106	1592.015352
0.004000	1000.000000	2.726958	1108.172853	1590.335866
0.007000	1000.000000	2.533525	1106.858674	1590.694335
0.008000	1000.000000	1.043684	1101.948079	1592.029960
0.006000	1000.000000	2.622938	1105.915255	1591.067803
0.004000	1000.000000	1.790254	1107.484781	1590.027930
0.010000	1000.000000	4.808501	1111.218385	1589.889511
0.006000	1000.000000	2.199564	1105.968886	1590.804126
0.010000	1000.000000	1.710893	1101.849742	1592.286014
0.007000	1000.000000	4.455255	1107.799288	1591.610061
0.009000	1000.000000	4.772072	1108.197369	1591.684923
0.000500	1000.000000	4.588733	1107.422279	1591.831479
0.010000	1000.000000	3.797598	1107.910105	1591.129365
0.004000	1000.000000	4.243957	1108.491562	1591.218103
0.001000	1000.000000	1.129958	1104.183772	1590.905374
0.002000	1000.000000	0.803043	1106.199544	1590.049190
0.007000	1000.000000	-0.421550	1103.038163	1591.200769
0.008000	1000.000000	0.159242	1101.339679	1592.259944
0.000250	1000.000000	5.689599	1111.383549	1590.479896
0.008000	1000.000000	4.927466	1107.759322	1591.949133
0.000250	1000.000000	2.880253	1107.019936	1590.846444
0.007000	1000.000000	1.879563	1105.592547	1590.738416
0.000750	1000.000000	-0.370876	1101.985272	1591.794623
0.001000	1000.000000	4.876527	1107.246126	1592.097060
0.006000	1000.000000	1.400129	1106.964864	1590.006299
0.000500	1000.000000	6.434688	1108.367680	1592.865595
0.001000	1000.000000	2.088867	1104.588788	1591.123730
0.000500	1000.000000	1.620094	1104.495528	1590.955437
0.000100	1000.000000	4.199506	1105.312841	1592.310878
0.000250	1000.000000	6.029816	1109.369773	1591.985065
0.000750	1000.000000	6.407486	1108.392313	1592.834238
0.003000	1000.000000	4.543688	1107.533501	1591.762346
0.000750	1000.000000	0.805356	1105.057108	1590.501479
0.008000	1000.000000	1.213903	1104.838940	1590.674179
0.001000	1000.000000	0.244305	1105.140894	1590.354317
0.000500	1000.000000	2.667963	1103.179368	1592.027706
0.004000	1000.000000	4.645025	1111.208527	1589.781690
0.010000	1000.000000	5.739101	1109.260900	1591.837145
0.001000	1000.000000	1.852124	1107.878289	1589.912152
0.003000	1000.000000	1.369126	1104.978441	1590.673715
0.010000	1000.000000	1.173380	1103.779959	1591.083599
0.001000	1000.000000	5.196073	1107.607394	1592.195045
0.000250	1000.000000	3.604030	1105.007401	1591.994234
0.008000	1000.000000	0.062195	1105.082599	1590.347191
0.005000	1000.000000	6.024784	1110.979558	1591.033051
0.005000	1000.000000	5.966452	1108.265094	1592.513532
0.009000	1000.000000	2.866641	1104.121537	1591.770653
0.008000	1000.000000	4.112486	1104.483756	1592.552295
0.005000	1000.000000	0.448985	1102.457490	1591.608037
0.000500	1000.000000	1.208419	1106.339873	1590.157543
0.009000	1000.000000	3.353342	1104.809255	1591.886158
0.009000	1000.000000	6.521729	1109.177337	1592.470690
0.000100	1000.000000	2.345443	1105.854970	1590.928005
0.002000	1000.000000	5.623212	1110.114296	1591.299361
0.010000	1000.000000	2.782116	1103.367171	1592.016761
0.010000	1000.000000	0.645705	1104.377788	1590.721166
0.009000	1000.000000	1.646865	1102.084828	1592.143386
0.001000	1000.000000	3.292168	1109.617054	1590.021422
0.000750	1000.000000	2.469722	1102.332526	1592.240921
0.000100	1000.000000	1.490878	1101.873321	1592.209369
0.005000	1000.000000	4.020171	1105.351300	1592.168750
0.009000	1000.000000	3.522144	1104.479328	1592.108479
0.009000	1000.000000	3.769607	1109.153057	1590.597610
0.009000	1000.000000	3.653744	1107.553537	1591.156517
0.008000	1000.000000	1.050071	1102.307528	1591.824847
0.000500	1000.000000	2.718635	1109.676068	1589.643747
0.001000	1000.000000	3.876412	1108.185599	1591.088029
0.010000	1000.000000	1.047612	1105.059948	1590.559654
0.002000	1000.000000	3.398093	1105.726190	1591.619754
0.002000	1000.000000	2.834421	1104.363725	1591.667521
0.000500	1000.000000	5.994633	1108.307621	1592.513820
0.010000	1000.000000	1.444854	1104.996037	1590.699789
0.002000	1000.000000	1.332783	1104.216676	1590.951830
0.000500	1000.000000	2.177684	1106.422025	1590.635472
0.000750	1000.000000	5.138770	1107.639711	1592.142402
0.000500	1000.000000	1.913562	1108.389651	1589.739791
0.000750	1000.000000	3.184688	1105.042716	1591.695089
0.001000	1000.000000	3.849176	1106.682585	1591.590591
0.000750	1000.000000	0.796230	1101.162718	1592.509753
0.000100	1000.000000	0.961108	1103.865755	1590.995245
0.000100	1000.000000	1.719932	1104.234712	1591.095990
0.000750	1000.000000	1.768874	1104.807499	1590.893263
0.008000	1000.000000	2.494789	1102.620384	1592.106480
0.000500	1000.000000	0.144227	1101.496482	1592.156972
0.005000	1000.000000	-0.208333	1102.197908	1591.685950
0.000500	1000.000000	2.300997	1104.866006	1591.171322
0.002000	1000.000000	1.943677	1105.511957	1590.797465
0.001000	1000.000000	5.860880	1108.796233	1592.172974
0.009000	1000.000000	3.890576	1105.003443	1592.192108
0.000500	1000.000000	2.910013	1104.404437	1591.707416
0.010000	1000.000000	-0.286598	1101.486108	1592.103509
0.001000	1000.000000	0.132796	1105.778278	1590.069667
0.007000	1000.000000	3.243559	1107.926546	1590.775837
0.003000	1000.000000	4.962368	1109.525827	1591.169448
0.001000	1000.000000	2.643673	1109.791642	1589.539484
0.005000	1000.000000	3.445977	1106.652338	1591.327425
0.006000	1000.000000	2.047925	1104.171368	1591.263897
0.002000	1000.000000	3.584159	1107.404371	1591.161984
0.005000	1000.000000	5.639145	1111.363884	1590.452576
0.000500	1000.000000	6.017857	1107.130014	1593.009627
0.008000	1000.000000	3.561321	1107.842655	1591.003138
0.007000	1000.000000	1.328355	1106.455099	1590.162614
0.009000	1000.000000	3.174840	1105.714875	1591.471400
0.000100	1000.000000	6.534321	1108.282973	1593.003231
0.005000	1000.000000	2.361164	1108.123690	1590.129038
0.000100	1000.000000	1.340833	1103.209628	1591.409468
0.005000	1000.000000	2.136907	1106.702101	1590.516605
0.004000	1000.000000	5.142708	1109.961323	1591.047797
0.000250	1000.000000	0.700902	1105.482574	1590.292707
0.008000	1000.000000	3.027131	1103.137751	1592.255653
0.009000	1000.000000	1.123366	1104.828791	1590.658269
0.001000	1000.000000	1.461270	1104.304103	1590.965688
0.001000	1000.000000	2.170882	1103.110760	1591.760207
0.000750	1000.000000	6.479688	1108.155879	1593.010404
0.000750	1000.000000	0.708821	1104.256399	1590.780491
0.004000	1000.000000	5.876805	1107.407848	1592.794997
0.004000	1000.000000	5.468796	1110.715773	1590.793733
0.005000	1000.000000	6.176209	1109.091726	1592.259558
0.000100	1000.000000	2.694925	1105.426106	1591.247611
0.000750	1000.000000	3.207958	1105.182291	1591.666003
0.001000	1000.000000	2.387692	1102.343072	1592.213943
0.009000	1000.000000	5.479293	1106.051566	1592.979713
0.007000	1000.000000	4.726901	1107.298521	1591.971771
0.010000	1000.000000	0.690889	1105.755451	1590.180866
0.000100	1000.000000	2.447656	1109.204112	1589.703222
0.000250	1000.000000	2.889682	1107.871408	1590.571721
0.000500	1000.000000	4.208419	1108.745179	1591.100697
0.006000	1000.000000	4.574893	1108.292592	1591.515198
0.004000	1000.000000	4.536429	1107.360888	1591.817588
0.000750	1000.000000	4.252867	1110.356354	1590.192690
0.000750	1000.000000	5.481196	1106.954588	1592.653631
0.001000	1000.000000	0.562862	1105.992566	1590.038736
0.002000	1000.000000	1.837516	1106.270027	1590.490251
0.000100	1000.000000	4.020705	1110.423851	1589.987686
0.006000	1000.000000	0.886542	1102.219192	1591.829498
0.009000	1000.000000	0.511696	1101.868453	1591.974015
0.000250	1000.000000	2.128784	1105.410619	1590.931509
0.003000	1000.000000	2.139408	1102.321465	1592.159455
0.005000	1000.000000	4.250314	1108.525019	1591.211036
0.000250	1000.000000	6.271786	1109.605951	1592.043102
0.008000	1000.000000	3.337726	1105.205419	1591.747581
0.001000	1000.000000	1.614086	1107.137038	1590.060491
0.004000	1000.000000	1.484568	1104.387253	1590.946101
0.000750	1000.000000	4.072520	1106.615840	1591.764469
0.000100	1000.000000	1.001885	1101.163333	1592.560873
0.008000	1000.000000	5.294924	1111.003275	1590.434836
0.007000	1000.000000	2.907516	1104.865683	1591.558164
0.005000	1000.000000	6.446006	1108.768928	1592.659827
0.005000	1000.000000	2.296581	1108.324395	1590.000628
0.008000	1000.000000	2.464252	1105.201681	1591.177537
0.008000	1000.000000	4.065097	1105.097646	1592.292077
0.007000	1000.000000	5.346579	1109.722006	1591.319019
0.003000	1000.000000	5.987553	1110.839051	1591.110740
0.000500	1000.000000	4.196856	1108.328287	1591.241568
0.000250	1000.000000	2.945691	1103.029302	1592.225488
0.008000	1000.000000	2.723493	1108.930995	1590.000819
0.002000	1000.000000	6.035678	1108.149812	1592.617869
0.009000	1000.000000	-0.483718	1103.518740	1590.936848
0.002000	1000.000000	5.222691	1108.063196	1592.050161
0.004000	1000.000000	0.939348	1102.308449	1591.792590
0.000250	1000.000000	0.796495	1105.920295	1590.156099
0.010000	1000.000000	3.746933	1104.473697	1592.273443
0.000750	1000.000000	4.230877	1107.080271	1591.709390
0.001000	1000.000000	5.042674	1107.909314	1591.977282
0.008000	1000.000000	3.393067	1106.866549	1591.219212
0.008000	1000.000000	4.346990	1108.446462	1591.302579
0.007000	1000.000000	1.998835	1108.227313	1589.859421
0.000500	1000.000000	2.148926	1102.864850	1591.850547
0.001000	1000.000000	2.066576	1103.436848	1591.560784
0.005000	1000.000000	3.029366	1103.545325	1592.098317
0.009000	1000.000000	5.234468	1110.069099	1591.046560
0.007000	1000.000000	4.565235	1105.431893	1592.531557
0.000100	1000.000000	1.653279	1104.327487	1591.027418
0.004000	1000.000000	0.666643	1105.231759	1590.390362
0.001000	1000.000000	5.816677	1111.211004	1590.712849
0.009000	1000.000000	2.925934	1110.151574	1589.525212
0.009000	1000.000000	5.895233	1109.576501	1591.780989
0.002000	1000.000000	2.680505	1107.534839	1590.551245
0.007000	1000.000000	5.263278	1108.480875	1591.917460
0.000100	1000.000000	0.430081	1104.595194	1590.596498
0.003000	1000.000000	2.858969	1102.593704	1592.301390
0.002000	1000.000000	6.738346	1109.666172	1592.366942
0.003000	1000.000000	4.396996	1109.629074	1590.722356
0.001000	1000.000000	5.582501	1108.493100	1592.120752
0.000500	1000.000000	0.014420	1102.567058	1591.490049
0.006000	1000.000000	0.715487	1101.375649	1592.345597
0.008000	1000.000000	2.040862	1103.804338	1591.386052
0.001000	1000.000000	0.815169	1101.151115	1592.522275
0.007000	1000.000000	2.024432	1103.496524	1591.519107
0.002000	1000.000000	2.506041	1106.407055	1590.831701
0.007000	1000.000000	0.928841	1101.893007	1592.039404
0.004000	1000.000000	3.805710	1105.821237	1591.861506
0.007000	1000.000000	0.308813	1101.209598	1592.361326
0.008000	1000.000000	4.577318	1106.156453	1592.276467
0.000500	1000.000000	4.853647	1109.962057	1590.840526
0.008000	1000.000000	2.295586	1102.986639	1591.886726
0.008000	1000.000000	-0.218277	1102.785189	1591.348693
0.006000	1000.000000	4.057641	1110.401455	1590.028038
0.000100	1000.000000	1.164930	1105.286038	1590.511203
0.000100	1000.000000	3.701489	1103.661662	1592.597458
0.001000	1000.000000	4.872946	1107.222053	1592.103127
0.003000	1000.000000	5.109566	1110.125698	1590.929512
